Date,BTC,ETH,LTC
2019-06-20,9527.16035008,271.695017157,135.479836064
2019-06-21,10144.5567168,294.910279603,138.883765671
2019-06-22,10701.691013,309.380305299,141.90304461
2019-06-23,10855.3710156,307.827784126,136.882167747
2019-06-24,11011.1024485,310.424669171,135.532759271
2019-06-25,11790.916533,318.126310017,136.489390067
2019-06-26,13016.2317442,336.753188391,131.265098175
2019-06-27,11182.8062855,294.267645009,114.404768324
2019-06-28,12407.331998,311.226103335,120.150093541
2019-06-29,11959.3709764,320.058914343,133.662787288
2019-06-30,10817.1555981,290.695998902,122.249117942
2019-07-01,10583.1345195,293.641117329,122.583715294
2019-07-02,10801.6779238,291.596440849,119.243699452
2019-07-03,11961.2693412,303.099965055,122.564113507
2019-07-04,11215.4375483,284.523211373,119.976923415
2019-07-05,10978.4599518,287.997523405,118.352507968
2019-07-06,11208.5508454,287.547125887,117.82361999
2019-07-07,11450.8467553,305.700559688,120.32087848
2019-07-08,12285.958217,313.251403897,123.285484768
2019-07-09,12573.8129407,308.881016742,119.432812474
2019-07-10,12156.5126313,290.002318276,108.50025767
2019-07-11,11358.661752,268.704039911,102.644301431
2019-07-12,11815.9866867,276.276710845,105.300057165
2019-07-13,11392.3793357,269.458810608,101.024796062
2019-07-14,10256.0582756,227.578070731,89.7704785959
2019-07-15,10895.0893874,229.775995774,90.9229714991
2019-07-16,9477.64204235,199.188675302,79.4999322007
2019-07-17,9693.80272448,211.484962906,89.8107196176
2019-07-18,10666.4828491,226.566159112,101.085422398
2019-07-19,10530.7326264,221.333421321,98.4026545798
2019-07-20,10767.1395226,229.119221714,100.609941111
2019-07-21,10599.1053965,225.630768716,99.6275890552
2019-07-22,10343.1061684,217.560020158,95.4173879285
2019-07-23,9900.76801058,212.728522894,90.6226298464
2019-07-24,9811.92618837,217.046368323,94.309669008
2019-07-25,9911.84226491,219.61799494,93.4463175535
2019-07-26,9870.30353766,219.62960287,94.3050152256
2019-07-27,9477.67767811,207.408317263,88.8890206443
2019-07-28,9552.86043541,211.186552032,89.7693334037
2019-07-29,9519.14591371,211.268057982,90.4264245332
2019-07-30,9607.42368665,210.522603615,90.5669481151
2019-07-31,10085.6277491,218.654145766,98.5095781702
2019-08-01,10399.6694229,217.808443355,99.1797221962
2019-08-02,10518.1746772,217.871561739,94.9412950991
2019-08-03,10821.7265103,222.490335375,94.5808806283
2019-08-04,10970.1842157,222.66972669,93.2037819251
2019-08-05,11805.6537253,234.215027081,96.834650962
2019-08-06,11478.1693461,226.020649952,93.0697157826
2019-08-07,11941.9683406,226.391007833,90.9125986794
2019-08-08,11966.407405,220.941859044,90.0316084005
2019-08-09,11862.93676,210.48891334,84.4393774067
2019-08-10,11354.0242177,206.733534292,85.4194762795
2019-08-11,11523.5793784,216.092871768,89.7526674359
2019-08-12,11382.6159562,211.288063961,85.7492298819
2019-08-13,10895.8304358,208.709040675,84.4061440474
2019-08-14,10051.7039313,186.60774116,76.0649859941
2019-08-15,10311.545429,188.50206008,76.3889783029
2019-08-16,10374.3393471,185.4400734,74.9201538873
2019-08-17,10231.7438454,185.687679251,72.7977220768
2019-08-18,10345.8103795,194.493530508,76.2699484391
2019-08-19,10916.0538702,203.091932563,77.2631905343
2019-08-20,10763.2326304,196.565408066,75.1965663598
2019-08-21,10138.049355,186.891630451,72.9649534092
2019-08-22,10131.0561021,191.332912454,73.5985957813
2019-08-23,10407.965329,194.706208556,75.4028134995
2019-08-24,10159.9605385,191.289562719,73.4636165112
2019-08-25,10138.517665,186.842392623,72.3081471739
2019-08-26,10370.8201605,188.929374951,73.8571740551
2019-08-27,10185.4998997,187.516661348,72.8362287979
2019-08-28,9754.42327325,173.88997343,67.4255418594
2019-08-29,9510.20054413,169.516734455,64.098055358
2019-08-30,9598.17364826,168.834875179,64.3329790986
2019-08-31,9630.66384768,172.469788861,64.5760532334
2019-09-01,9757.97031807,171.629420013,66.1447228307
2019-09-02,10346.7607927,178.347353576,66.9449522931
2019-09-03,10623.5401172,179.49932195,69.1292588978
2019-09-04,10594.4933536,175.992884274,67.285630942
2019-09-05,10575.533284,174.217126821,65.3955698556
2019-09-06,10353.3025592,169.956174802,65.2282013513
2019-09-07,10517.254784,178.262616376,69.0387130318
2019-09-08,10441.275979,181.355524085,70.5493658145
2019-09-09,10334.9741628,181.149467473,70.192236678
2019-09-10,10115.9757913,179.787171751,70.8233944117
2019-09-11,10178.3718893,178.725492594,69.9221432504
2019-09-12,10410.1268031,181.01609158,69.225073175
2019-09-13,10360.5472773,181.109723362,68.9886186746
2019-09-14,10358.0491621,188.10550845,70.5623041408
2019-09-15,10347.7129074,189.789129887,70.3151768163
2019-09-16,10276.7935649,197.113177378,72.5731088494
2019-09-17,10241.2721545,208.608748647,74.2212287374
2019-09-18,10198.2484072,211.393034896,77.969133904
2019-09-19,10266.4149694,221.280858893,77.0596237469
2019-09-20,10181.6413094,218.050055201,75.149092387
2019-09-21,10019.7169101,215.516209164,73.5165287108
2019-09-22,10070.3921064,211.545386424,72.6161221419
2019-09-23,9729.32376435,201.92131273,66.8518935239
2019-09-24,8620.56642733,168.110736232,55.8236396096
2019-09-25,8486.99297206,170.892695093,57.6580077078
2019-09-26,8118.96756783,166.727124473,55.540617166
2019-09-27,8251.84555744,174.710992913,56.3608494395
2019-09-28,8245.91515478,174.572891745,55.682246555
2019-09-29,8104.18567564,170.503485433,54.319547084
2019-09-30,8293.86774062,179.872201473,56.0569087721
2019-10-01,8343.2766814,177.340419656,56.0580761672
2019-10-02,8393.04164486,180.710506299,56.508924523
2019-10-03,8259.99197863,175.199341492,56.5468145252
2019-10-04,8205.93924121,176.985006881,56.8532121139
2019-10-05,8151.50052921,176.351522792,56.8438715454
2019-10-06,7988.15595888,173.059144782,55.4115690949
2019-10-07,8245.622933,181.186333328,57.7883001149
2019-10-08,8228.7831528,182.021563815,57.3985867554
2019-10-09,8595.73981722,193.293257938,59.430865842
2019-10-10,8586.47342543,191.659672427,57.7760831796
2019-10-11,8321.75671178,182.569691851,56.296968974
2019-10-12,8336.55527417,180.826640026,55.9828696793
2019-10-13,8321.00574668,182.075152956,56.7139949094
2019-10-14,8374.6864467,186.960906402,56.9754006967
2019-10-15,8205.36931588,181.406059693,54.9442081295
2019-10-16,8047.52686305,176.013511357,52.9231066814
2019-10-17,8103.91137325,178.028348281,54.8844752045
2019-10-18,7973.20744597,173.621340828,53.4916924251
2019-10-19,7988.56044241,172.913025758,54.0345715635
2019-10-20,8222.07826034,175.534373653,54.9343797095
2019-10-21,8243.72113905,174.920987616,54.9382982595
2019-10-22,8078.20332194,172.300854142,53.7443620925
2019-10-23,7514.67201276,162.40278776,49.6279561923
2019-10-24,7493.48873154,162.16854058,50.0676659166
2019-10-25,8660.70063696,181.523214189,56.9390110299
2019-10-26,9244.97220867,179.83547805,56.775251712
2019-10-27,9551.7149631,184.242211278,59.9139888283
2019-10-28,9256.14838876,182.662817561,58.1268402987
2019-10-29,9427.68758384,190.342582145,59.8696243646
2019-10-30,9205.72655905,184.692164388,58.4209716297
2019-10-31,9199.58483269,183.966917607,58.7806836326
2019-11-01,9261.104352,183.969902446,58.5836434227
2019-11-02,9324.71776331,183.925717366,58.5970249648
2019-11-03,9235.35487947,182.425021922,58.6251891562
2019-11-04,9412.61187106,186.355190781,61.5730574891
2019-11-05,9342.52717939,189.304170553,63.3027644295
2019-11-06,9360.87991187,191.593841453,64.2687453232
2019-11-07,9267.56114253,187.976543734,61.8432220073
2019-11-08,8804.88071936,184.211470298,60.5299177709
2019-11-09,8813.58248677,185.028722122,61.9547120517
2019-11-10,9055.52605732,189.477274196,63.8414664618
2019-11-11,8757.78854226,185.489646106,61.899106855
2019-11-12,8815.66253925,186.843411554,61.3402972966
2019-11-13,8808.2625823,188.258745224,61.1113468285
2019-11-14,8708.09509517,185.999635946,59.4298942835
2019-11-15,8491.99201234,180.521180884,57.8117103973
2019-11-16,8550.76055694,183.348359202,58.5654374358
2019-11-17,8577.9757816,185.119235523,59.5732277141
2019-11-18,8309.28598342,180.559604932,56.80095038
2019-11-19,8206.14591807,177.45554544,55.6239869248
2019-11-20,8027.26824331,175.6983433,55.2909230079
2019-11-21,7642.74994484,161.462725503,50.8830533118
2019-11-22,7296.57756843,150.26817098,47.6155372253
2019-11-23,7397.7968154,153.417791778,48.7064912945
2019-11-24,7047.91688176,142.83470143,44.7342264543
2019-11-25,7146.13390214,146.476535696,45.8303359717
2019-11-26,7218.37133433,148.96506618,47.2733413597
2019-11-27,7531.6636446,153.010552055,48.0088062763
2019-11-28,7463.1061283,151.717573997,47.0569488598
2019-11-29,7761.24360172,155.304145933,48.8791579725
2019-11-30,7569.63012202,152.539691345,47.4754306825
2019-12-01,7424.29226516,151.18572935,47.7111707214
2019-12-02,7321.98811242,149.059152693,45.8170166941
2019-12-03,7320.1454684,147.956415218,45.3816049176
2019-12-04,7252.03458617,146.747737819,45.1929506727
2019-12-05,7448.30752084,149.248994591,45.3016395062
2019-12-06,7546.99669772,149.194447774,45.6701186502
2019-12-07,7556.23803387,148.768162887,45.6404906377
2019-12-08,7564.3454032,151.264725315,45.952944994
2019-12-09,7400.89935576,148.225168781,44.9392434215
2019-12-10,7278.1197833,146.267046031,44.6442411233
2019-12-11,7217.4271152,143.607998355,43.9456963085
2019-12-12,7243.13436273,145.604010549,44.0821699521
2019-12-13,7269.68455922,144.944741929,44.4505789481
2019-12-14,7124.67396997,142.869227238,43.722186116
2019-12-15,7152.30184412,143.114989792,43.7568277758
2019-12-16,6932.48038982,133.61402998,40.3742589302
2019-12-17,6640.51524608,122.603888126,37.0834290368
2019-12-18,7276.80277047,133.092194403,40.7785438925
2019-12-19,7202.84436364,129.321129968,39.920295762
2019-12-20,7218.81638679,129.066049932,40.2901587562
2019-12-21,7191.15846913,128.13094934,39.9968286903
2019-12-22,7511.58904232,132.37251946,41.9651908815
2019-12-23,7355.62826671,128.614088921,40.8474745707
2019-12-24,7322.5324589,129.0638929,40.6780156994
2019-12-25,7275.15572845,126.454637577,40.629561508
2019-12-26,7238.96702501,126.361222911,40.2660355118
2019-12-27,7290.08851803,127.214610889,41.1781725514
2019-12-28,7317.99003408,128.322711714,42.8425223762
2019-12-29,7422.65258898,134.757985408,43.6706592458
2019-12-30,7292.99507783,132.633488892,42.7473368841
2019-12-31,7193.59897843,129.610859432,41.3400739512
2020-01-01,7200.17439274,130.802008077,42.0177210682
2020-01-02,6985.47000061,127.410182379,39.8230153245
2020-01-03,7344.88418341,134.171712485,42.4155749116
2020-01-04,7410.65656642,135.069371268,43.3266081077
2020-01-05,7411.31732676,136.276776707,43.5532063571
2020-01-06,7769.21903905,144.30415371,45.8163534442
2020-01-07,8163.69223944,143.543998337,46.4245817462
2020-01-08,8079.86277673,141.258134415,45.6537671379
2020-01-09,7879.07152428,138.979196656,45.2159308396
2020-01-10,8166.55414039,143.963781218,48.7273277229
2020-01-11,8037.53738872,142.927114494,49.2637686958
2020-01-12,8192.49400532,145.873931189,51.0807366189
2020-01-13,8144.19451744,144.226591141,49.7337676487
2020-01-14,8827.76442606,165.955358611,58.478234758
2020-01-15,8807.01027532,166.230685102,58.052849833
2020-01-16,8723.78576573,164.391010988,57.6182557286
2020-01-17,8929.0376776,170.77995796,61.4871259137
2020-01-18,8942.80890321,175.36567147,59.4086438032
2020-01-19,8706.24512993,166.969841975,57.8006936368
2020-01-20,8657.64293942,167.120509335,57.2032610904
2020-01-21,8745.89478833,169.69716391,57.6478813075
2020-01-22,8680.87604222,168.294161709,58.3547245437
2020-01-23,8406.5160678,162.928558428,54.63026014
2020-01-24,8445.43428152,163.051182861,54.5317889377
2020-01-25,8367.84777344,161.283936353,53.6977884457
2020-01-26,8596.82983316,168.077100489,56.2127143837
2020-01-27,8909.81917753,170.930890433,58.76326686
2020-01-28,9358.59031703,176.370320541,60.6718157822
2020-01-29,9316.62950445,175.050337929,60.0779327535
2020-01-30,9508.9935947,184.690476436,68.1590625242
2020-01-31,9350.52936518,180.160175239,67.8794926165
2020-02-01,9392.87536841,183.673947121,70.8200175721
2020-02-02,9344.36529292,188.617538168,70.2315417322
2020-02-03,9293.52108908,189.865063235,69.7802193165
2020-02-04,9180.9629665,189.250602393,68.1957800274
2020-02-05,9613.42428895,204.230244698,72.4931038042
2020-02-06,9729.80223149,212.339079745,73.3886861743
2020-02-07,9795.94377253,222.72606629,74.3561157544
2020-02-08,9865.11946905,223.146521744,76.4675635764
2020-02-09,10116.673759,228.578569991,77.0925799259
2020-02-10,9856.61149362,223.52269963,74.3350945679
2020-02-11,10208.2362609,235.851199501,76.5973971125
2020-02-12,10326.0545246,265.406126106,81.2974511347
2020-02-13,10214.3794638,268.099256044,80.4034299089
2020-02-14,10312.1160909,284.217509609,82.9903490718
2020-02-15,9889.42462838,264.728585265,76.5132459035
2020-02-16,9934.43339025,259.894703492,75.1525911173
2020-02-17,9690.14261814,266.363446303,73.2513044664
2020-02-18,10141.9963705,281.944579134,77.0351814901
2020-02-19,9633.38688518,259.763962739,71.1359400595
2020-02-20,9608.47590343,257.949455024,69.6248463221
2020-02-21,9686.44119763,265.600612524,73.4509188472
2020-02-22,9663.18182933,262.331720974,75.1330768964
2020-02-23,9924.51522822,273.754156046,79.536655276
2020-02-24,9650.17480677,265.216417336,75.5356199908
2020-02-25,9341.70516876,247.817592279,71.1802452291
2020-02-26,8820.52220005,225.680265514,61.0143086072
2020-02-27,8784.49384867,226.753395276,61.5078857302
2020-02-28,8672.45534996,226.760501479,59.763957385
2020-02-29,8599.50861972,219.84851255,58.5432635583
2020-03-01,8562.45405008,218.970599927,57.9566877233
2020-03-02,8869.67031078,230.569781825,60.9955500001
2020-03-03,8787.78645576,224.479622332,61.1444756095
2020-03-04,8755.24589461,224.517976367,60.3824189655
2020-03-05,9078.76279174,229.26818886,62.0454597898
2020-03-06,9122.54557333,243.525299741,63.0256006538
2020-03-07,8909.9536515,237.853095033,60.5463092552
2020-03-08,8108.11629101,200.689052256,51.728600782
2020-03-09,7923.6447033,201.986327111,50.1681472795
2020-03-10,7909.72939346,200.767247427,50.2563889487
2020-03-11,7911.4301293300005,194.868528471,48.4637853415
2020-03-12,4970.78790105,112.347123759,30.9308829174
2020-03-13,5563.70689169,133.201807239,37.437954743
2020-03-14,5200.36626392,123.306024593,34.3965864683
2020-03-15,5392.31488002,125.214304313,36.4370916286
2020-03-16,5014.47997748,110.605876012,32.8762152044
2020-03-17,5225.62919259,113.942750228,33.5638700054
2020-03-18,5238.43857664,114.842273039,33.6841772303
2020-03-19,6191.19295222,136.593857971,39.0737659317
2020-03-20,6198.77820508,132.737170068,38.1319558782
2020-03-21,6185.06651501,132.818707849,38.3423278787
2020-03-22,5830.25479765,123.321147745,35.6280538529
2020-03-23,6416.31475839,134.911612009,38.7657671691
2020-03-24,6734.80378045,138.761445013,40.4906458153
2020-03-25,6681.0631265599995,136.195892908,39.1512228445
2020-03-26,6716.44054866,138.361557339,40.1605970021
2020-03-27,6469.79813509,133.937940192,38.9184757615
2020-03-28,6242.1938684,130.986494884,38.8737580011
2020-03-29,5922.0431227,125.583730441,37.3325425574
2020-03-30,6429.84193389,132.904538063,39.1382890399
2020-03-31,6438.64476637,133.593565057,39.2991017235
2020-04-01,6606.77626829,135.634552336,39.3808127935
2020-04-02,6793.62459642,142.029147631,39.8741666511
2020-04-03,6733.3873906,142.091309874,40.3591350365
2020-04-04,6867.52731596,145.219384622,40.6755571071
2020-04-05,6791.12944093,143.54664871,40.6701392662
2020-04-06,7271.7811527,169.135884595,44.3911219816
2020-04-07,7176.41450049,165.101942525,44.6679293023
2020-04-08,7334.09845346,172.641733789,46.3198586605
2020-04-09,7302.0895105,170.807147486,46.384979059
2020-04-10,6865.49337195,158.412448608,42.2698123485
2020-04-11,6859.08296343,158.216023679,42.319097694
2020-04-12,6971.09159108,161.142420145,42.4502856975
2020-04-13,6845.03769683,156.279549094,41.2043423418
2020-04-14,6842.42786097,157.596395681,41.0538422628
2020-04-15,6642.10989286,153.286892905,39.5890692899
2020-04-16,7116.80421777,172.157382821,42.6890194035
2020-04-17,7096.18465879,171.638582707,42.7450355182
2020-04-18,7257.66485847,186.914005844,44.3628974365
2020-04-19,7189.42482356,181.614959142,42.6347509363
2020-04-20,6881.95869275,172.297157575,40.8283842376
2020-04-21,6880.32347375,172.737700531,41.0401417473
2020-04-22,7117.20747869,182.599574801,41.8874130999
2020-04-23,7429.72464927,185.028670833,42.9372154634
2020-04-24,7550.90102725,189.236941873,44.8104520943
2020-04-25,7569.93603405,195.515300681,44.7149101045
2020-04-26,7679.86720422,197.317530184,44.6890881105
2020-04-27,7795.60083451,197.2247212,44.7100643154
2020-04-28,7807.05845106,198.415382994,46.0287034397
2020-04-29,8801.03776688,216.968223855,49.1813018894
2020-04-30,8658.55417975,207.602055895,46.7140196635
2020-05-01,8864.76680793,214.219106382,47.7917032671
2020-05-02,8988.5962069,215.32538422,49.458046124
2020-05-03,8897.46850985,210.93315693,48.2671574737
2020-05-04,8912.65460539,208.174010942,47.4734928621
2020-05-05,9003.07017834,206.774404531,46.7872593824
2020-05-06,9268.76208066,204.055782253,45.942866373
2020-05-07,9951.5187451,212.289405787,47.3301149861
2020-05-08,9842.66636785,212.991579806,47.8822184783
2020-05-09,9593.89673363,211.600123566,47.2741842844
2020-05-10,8756.43114193,188.599570436,42.3676275585
2020-05-11,8601.79620238,185.91283695,41.699963956
2020-05-12,8804.47781074,189.312502269,42.1118797172
2020-05-13,9269.98770576,199.193283428,43.1345594842
2020-05-14,9733.72147137,202.949100772,43.9453353481
2020-05-15,9328.19722645,195.622658341,42.8339813618
2020-05-16,9377.0140257,200.677118596,43.2128966229
2020-05-17,9670.73937122,207.158694333,43.6408354331
2020-05-18,9726.5748149,214.525055208,45.201073971
2020-05-19,9729.0379192,213.451110911,45.3836115033
2020-05-20,9522.98115678,210.096735593,44.1721261146
2020-05-21,9081.76202252,199.883605552,42.7427016799
2020-05-22,9182.57751787,207.169194624,44.2075809597
2020-05-23,9209.28742769,208.694402844,44.0331175953
2020-05-24,8790.36800074,202.370350969,42.4488927532
2020-05-25,8906.93476142,205.319750096,42.946129806
2020-05-26,8835.05306073,201.902309998,42.4320573872
2020-05-27,9181.01794762,208.863429364,43.8614325848
2020-05-28,9525.7510947,219.840431324,44.7586991888
2020-05-29,9439.12439045,220.675124275,44.6524651388
2020-05-30,9700.41407169,242.345590189,47.5386308694
2020-05-31,9461.05891806,230.975700856,45.5918862062
2020-06-01,10167.2681012,246.991760327,48.1252314129
2020-06-02,9529.80414872,237.219061533,45.9235168753
2020-06-03,9656.71776526,244.179324047,47.1728944419
2020-06-04,9800.63659532,244.426387575,47.6375950009
2020-06-05,9665.53278908,241.221991758,47.0531461102
2020-06-06,9653.67926335,241.931320121,46.7319576399
2020-06-07,9758.8524174,245.167259144,46.6680020423
2020-06-08,9771.48948366,246.309898559,46.4739739567
2020-06-09,9795.70019463,244.911453825,46.0694141316
2020-06-10,9870.09445278,247.444943732,46.679975955
2020-06-11,9321.78129819,231.702669421,43.5147089885
2020-06-12,9480.84378943,237.493210284,44.8280540657
2020-06-13,9475.27733834,238.908842797,45.0945597014
2020-06-14,9386.78789214,234.114695213,44.0845262782
2020-06-15,9450.70198692,229.928901759,43.9142947576
2020-06-16,9538.0243743,234.416174104,43.8772572304
2020-06-17,9480.25536624,233.028279483,44.0323571468
2020-06-18,9411.84046197,232.101162633,43.5601306725
2020-06-19,9288.01871603,227.138289785,42.6798340597
2020-06-20,9332.340762,229.274256792,43.3468148986
2020-06-21,9303.62971409,228.989820504,43.0874430406
2020-06-22,9648.71760979,242.53319314,44.1880040047
2020-06-23,9629.65836578,244.142144306,44.1792795826
2020-06-24,9313.61034868,235.772462091,42.8438267545
2020-06-25,9264.81304308,232.944486695,42.5635312669
2020-06-26,9162.91760386,229.66803925,43.3207845604
2020-06-27,9045.39095672,222.959785939,41.5555597068
2020-06-28,9143.5821910400009,225.347168434,41.4082684808
2020-06-29,9190.85446467,228.194866701,41.851033724
2020-06-30,9137.99340026,226.314997358,41.467792031
2020-07-01,9228.32559024,231.113421712,41.6992451626
2020-07-02,9123.41015432,229.392201582,41.485733934
2020-07-03,9087.30391103,225.387063259,41.2051361781
2020-07-04,9132.48795051,229.074112293,42.0665336798
2020-07-05,9073.94286936,227.664598709,41.5980741734
2020-07-06,9375.47475925,241.510225122,43.9634934418
2020-07-07,9252.27750386,239.075528329,43.318246803
2020-07-08,9428.3330848,246.670015358,45.2007464992
2020-07-09,9277.96790642,243.015967829,44.537455498999996
2020-07-10,9278.8078672,240.984985207,44.2461161011
2020-07-11,9240.34632654,239.45817693,44.6770783243
2020-07-12,9276.49985018,242.131695235,44.6361015957
2020-07-13,9243.61385509,239.60458484,43.9197957494
2020-07-14,9243.21341642,240.211494177,43.8028646234
2020-07-15,9192.83736784,238.423526948,43.2789554995
2020-07-16,9132.22786293,233.640883013,42.0354372418
2020-07-17,9151.39223963,232.773085613,41.9128156487
2020-07-18,9159.03990531,235.483805219,42.4258660428
2020-07-19,9185.81691242,238.487523715,42.5527285593
2020-07-20,9164.2313647,236.153167708,41.9758095397
2020-07-21,9374.88752808,245.01672849,43.6161484436
2020-07-22,9525.36344997,262.19065629200003,44.9361162149
2020-07-23,9581.07201141,274.689049046,44.8500769428
2020-07-24,9536.89268563,279.215409484,44.1825405578
2020-07-25,9677.11349729,304.056761197,48.8047660378
2020-07-26,9905.16724705,309.643609292,47.9787189689
2020-07-27,10990.8733998,321.514088181,52.9500269171
2020-07-28,10912.8230505,316.657252341,55.5752050111
2020-07-29,11100.4681253,318.190884419,55.172003914
2020-07-30,11111.2142899,334.586629282,56.6431120818
2020-07-31,11323.4664207,345.554649307,57.998137087800004
2020-08-01,11759.5927707,385.199719325,61.2932257936
2020-08-02,11053.613901,370.671711492,56.6414437378
2020-08-03,11246.3487749,386.295173437,58.4689028287
2020-08-04,11205.8929179,389.875485136,57.5330539995
2020-08-05,11747.0228312,401.59058634,59.0107062603
2020-08-06,11779.7732574,394.961957147,59.1642651955
2020-08-07,11601.4727146,379.512855039,57.2455320689
2020-08-08,11754.0458135,393.987376065,58.1292058771
2020-08-09,11675.7393433,391.120454943,57.1390300832
2020-08-10,11878.1113253,395.887569508,58.2888458402
2020-08-11,11410.5256775,380.384068285,54.3868431639
2020-08-12,11584.9345762,391.024162058,54.9685845564
2020-08-13,11784.1373895,394.3667405,57.7413164128
2020-08-14,11768.8706193,394.3667405,56.7531225417
2020-08-15,11865.69857,432.87136936,59.9278096841
2020-08-16,11892.8040631,433.786609983,63.8265431873
2020-08-17,12254.4019083,429.531252334,67.0280413512
2020-08-18,11991.2332456,423.669315654,65.5275349573
2020-08-19,11758.2835921,406.463786824,62.0046272
2020-08-20,11878.3716211,416.439794883,62.9667554141
2020-08-21,11592.4890449,389.126350308,59.3790194322
2020-08-22,11681.8255623,395.835141215,60.3111581139
2020-08-23,11664.8479948,391.384499842,60.6232590082
2020-08-24,11774.5958414,408.144207149,62.1994253798
2020-08-25,11366.1350817,384.001043035,58.580665319
2020-08-26,11488.3634896,386.466124211,58.3581744809
2020-08-27,11323.3970324,382.632632123,56.0410167987
2020-08-28,11542.4997333,395.874666093,57.3544031071
2020-08-29,11506.8653177,399.921471038,57.2917326223
2020-08-30,11711.506161,428.395717595,62.7253399279
2020-08-31,11680.8204905,435.079745266,61.1137981319
2020-09-01,11970.4787405,477.051924154,62.8827905195
2020-09-02,11414.0337325,440.040506887,58.0996476745
2020-09-03,10245.296686,385.671928369,47.7741123635
2020-09-04,10511.8138807,388.241140415,50.6119782328
2020-09-05,10169.567221,335.260079079,47.5893384612
2020-09-06,10280.3517032,353.362265679,48.0535719514
2020-09-07,10369.5637386,352.673494754,48.7701082231
2020-09-08,10131.5166457,337.602111896,47.3838017713
2020-09-09,10242.3477803,351.110016528,47.8976985244
2020-09-10,10363.1390401,368.101907072,48.7168545788
2020-09-11,10400.9146854,374.695588755,49.0897533924
2020-09-12,10442.1706031,387.183109613,50.8171554475
2020-09-13,10323.7557975,365.570005047,48.0660362632
2020-09-14,10680.8374328,377.268875067,49.0901243898
2020-09-15,10796.9509861,364.83921823,48.3900977394
2020-09-16,10974.9048915,365.812291316,47.9334342191
2020-09-17,10948.9899152,389.019219686,48.8770684161
2020-09-18,10944.5858045,384.364541978,48.4628155663
2020-09-19,11094.3462761,385.544383604,48.6768315998
2020-09-20,10938.2712894,371.052826188,47.1005298007
2020-09-21,10462.2596185,341.78607406,43.3902204952
2020-09-22,10538.4603213,344.503162317,44.5450490029
2020-09-23,10246.18649281,321.11631734,43.05768754
2020-09-24,10760.06625677,349.35558514,45.03985641
2020-09-25,10692.71721234,352.18324474,46.08631106
2020-09-26,10750.72357903,355.48809037,46.18892213
2020-09-27,10775.26937624,357.43849724,46.09169507
2020-09-28,10709.65218175,355.15942359,45.35554024
2020-09-29,10844.64098118,359.75739393,45.7965638
2020-09-30,10784.49157795,359.93787376,46.37146092
2020-10-01,10619.45190766,353.20591482,46.313506340000004
2020-10-02,10575.97504191,346.2389138,44.92397278
2020-10-03,10549.32889962,346.52208572,45.58177105
2020-10-04,10669.58254327,352.5790067,46.7301051
2020-10-05,10793.33942751,353.95677154,46.36322602
2020-10-06,10604.40588882,340.81584538,45.98552988
2020-10-07,10668.96895539,341.80866898,46.66047943
2020-10-08,10915.68573098,350.76615934,47.2183813
2020-10-09,11064.45759247,365.59047723,47.83295548
2020-10-10,11296.3614282,370.96758819,48.92109624
2020-10-11,11384.1819535,375.14204941,50.72790178
2020-10-12,11555.3628878,387.7312655,50.74381819
2020-10-13,11425.8994007,381.19076126,49.94064077
2020-10-14,11429.50688675,379.48403791,49.84649026
2020-10-15,11495.34965037,377.44184574,49.4903711
2020-10-16,11322.12268618,366.22901728,47.69287458
2020-10-17,11358.10156733,368.85594038,47.05392769
2020-10-18,11483.35971184,378.21369795,47.61954565
2020-10-19,11742.03715033,379.93560927,48.09891537
2020-10-20,11916.33514058,369.13691491,47.05102987
2020-10-21,12823.68918938,392.18996695,53.04532907
2020-10-22,12965.89129043,413.77299269,54.26727705
2020-10-23,12931.53902256,409.76669164,55.23868781
2020-10-24,13108.06261161,412.45761883,59.0955865
2020-10-25,13031.17431056,406.2177613,58.67479959
2020-10-26,13075.24769656,393.88831313,56.74577824
2020-10-27,13654.21844012,403.99704505,57.81605141
2020-10-28,13271.28536861,388.65077072,55.74251071
2020-10-29,13437.8832414,386.7301135,54.76585539
2020-10-30,13546.52226938,382.81999199,53.83503374
2020-10-31,13780.99470249,386.59033529,55.59026116
2020-11-01,13737.10982864,396.35818693,55.5876231
2020-11-02,13550.4893841,383.15673256,53.81748107
2020-11-03,13950.30084729,387.60217328,53.81962176
2020-11-04,14133.70715301,402.14199843,54.49910437
2020-11-05,15579.84846029,414.06733818,58.67849616
2020-11-06,15565.88058083,454.71929029,63.13111235
2020-11-07,14833.7541075,435.71313513,59.14364748
2020-11-08,15479.56703842,453.55478553,61.05504665
2020-11-09,15332.31559743,444.16305707,59.36388331
2020-11-10,15290.90268148,449.67962112,58.23734357
2020-11-11,15701.33973237,462.96052774,59.51502792
2020-11-12,16276.34394919,461.00527114,60.36537784
2020-11-13,16317.80819009,474.62642092,65.45720007
2020-11-14,16068.13870685,460.14983674,63.77414998
2020-11-15,15955.58743887,447.55909533,62.27992055
2020-11-16,16716.11132377,459.94031258,71.32624469
2020-11-17,17645.40576746,480.36008258,75.85234021
2020-11-18,17804.00563217,479.48406975,73.69493456
2020-11-19,17817.09024754,471.63041968,81.68366667
2020-11-20,18621.31436938,509.74457334,82.583154
2020-11-21,18642.23276593,549.48662086,86.41011587
2020-11-22,18370.00252365,558.06809523,82.70420982
2020-11-23,18364.12159134,608.45402857,89.03931421
